date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:14:30	3577/3577	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Jun%202026%2019:44:32%20GMT	https://hoplonco.com/assets/website/images	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images	(from https://hoplonco.com/digital-marketing)
01:14:31	4008/4008	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jun%202026%2019:44:32%20GMT	https://hoplonco.com/assets/website/images/	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/index.html	(from https://hoplonco.com/digital-marketing)
01:14:31	1314268/1314268	---MCZ	200	added ('OK')	image/png	etag:W/%22140ddc-6841f9de-d43d31;;;%22	https://hoplonco.com/assets/website/images/services-images/digital-marketing.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/digital-marketing.png	(from https://hoplonco.com/digital-marketing)
01:14:31	9362/9362	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jun%202026%2019:44:33%20GMT	https://hoplonco.com/assets/website/images/project-2.jpg	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/project-2.jpg	(from https://hoplonco.com/digital-marketing)
01:14:32	4819221/4819221	---M--	200	added ('OK')	video/mp4	etag:%22498915-6841f9d0-d43dad;;;%22	https://hoplonco.com/assets/website/images/main-home.mp4	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/main-home.mp4	(from https://hoplonco.com/services)
01:14:33	3864007/3864007	---MCZ	200	added ('OK')	image/png	etag:W/%223af5c7-6841f9f4-d43cea;;;%22	https://hoplonco.com/assets/website/images/work-1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/work-1.png	(from https://hoplonco.com/branding)
01:14:33	945854/945854	---MCZ	200	added ('OK')	image/png	etag:W/%22e6ebe-6841f9dc-d43d29;;;%22	https://hoplonco.com/assets/website/images/services-images/digital-marketing/digital-marketing1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/digital-marketing/digital-marketing1.png	(from https://hoplonco.com/digital-marketing)
01:14:33	914085/914085	---MCZ	200	added ('OK')	image/png	etag:W/%22df2a5-6841f9dc-d43d27;;;%22	https://hoplonco.com/assets/website/images/services-images/digital-marketing/digital-marketing2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/digital-marketing/digital-marketing2.png	(from https://hoplonco.com/digital-marketing)
01:14:36	1618922/1618922	---MCZ	200	added ('OK')	image/png	etag:W/%2218b3ea-6841f9e8-d43d46;;;%22	https://hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution.png	(from https://hoplonco.com/saas-solution)
01:14:55	706814/706814	---MCZ	200	added ('OK')	image/png	etag:W/%22ac8fe-6841f9de-d43d40;;;%22	https://hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce-1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce-1.png	(from https://hoplonco.com/e-commerce)
01:14:56	750953/750953	---MCZ	200	added ('OK')	image/png	etag:W/%22b7569-6841f9e8-d43d45;;;%22	https://hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution1.png	(from https://hoplonco.com/saas-solution)
01:14:56	1000580/1000580	---MCZ	200	added ('OK')	image/png	etag:W/%22f4484-6841f9e8-d43d44;;;%22	https://hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/saas-solution/saas-solution2.png	(from https://hoplonco.com/saas-solution)
01:14:56	2075549/2075549	---MCZ	200	added ('OK')	image/png	etag:W/%221fab9d-6841f9e2-d43d3f;;;%22	https://hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce.png	(from https://hoplonco.com/e-commerce)
01:15:06	938458/938458	---MCZ	200	added ('OK')	image/png	etag:W/%22e51da-6841f9e0-d43d3d;;;%22	https://hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce-2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/e-commerce/e-commerce-2.png	(from https://hoplonco.com/e-commerce)
01:15:06	838859/838859	---MCZ	200	added ('OK')	image/png	etag:W/%22ccccb-6841f9ee-d43d4a;;;%22	https://hoplonco.com/assets/website/images/services-images/website-development/website-2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/website-development/website-2.png	(from https://hoplonco.com/web-development)
01:15:06	829109/829109	---MCZ	200	added ('OK')	image/png	etag:W/%22ca6b5-6841f9f0-d43d4b;;;%22	https://hoplonco.com/assets/website/images/services-images/website-development/website-3.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/website-development/website-3.png	(from https://hoplonco.com/web-development)
01:15:06	2440908/2440908	---MCZ	200	added ('OK')	image/png	etag:W/%22253ecc-6841f9ee-d43d49;;;%22	https://hoplonco.com/assets/website/images/services-images/website-development/website-1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/website-development/website-1.png	(from https://hoplonco.com/web-development)
01:15:07	167/167	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Jun%202026%2019:45:09%20GMT	https://hoplonco.com/index.php	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/index.php	(from https://hoplonco.com/software-development)
01:15:07	843175/843175	---MCZ	200	added ('OK')	image/png	etag:W/%22cdda7-6841f9e2-d43d2d;;;%22	https://hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app1.png	(from https://hoplonco.com/mobile-app)
01:15:08	9362/9362	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jun%202026%2019:45:10%20GMT	https://hoplonco.com/software-development.php	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/software-development.php	(from https://hoplonco.com/software-development)
01:15:08	1006055/1006055	---MCZ	200	added ('OK')	image/png	etag:W/%22f59e7-6841f9e4-d43d2f;;;%22	https://hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app2.png	(from https://hoplonco.com/mobile-app)
01:15:09	1791866/1791866	---MCZ	200	added ('OK')	image/png	etag:W/%221b577a-6841f9e4-d43d2e;;;%22	https://hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/mobileapp/mobile-app.png	(from https://hoplonco.com/mobile-app)
01:15:09	1897359/1897359	---MCZ	200	added ('OK')	image/png	etag:W/%221cf38f-6841f9ec-d43d1d;;;%22	https://hoplonco.com/assets/website/images/services-images/software-development/software-development.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/software-development/software-development.png	(from https://hoplonco.com/software-development)
01:15:10	800642/800642	---MCZ	200	added ('OK')	image/png	etag:W/%22c3782-6841f9ec-d43d1e;;;%22	https://hoplonco.com/assets/website/images/services-images/software-development/software-development-1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/software-development/software-development-1.png	(from https://hoplonco.com/software-development)
01:15:10	581393/581393	---MCZ	200	added ('OK')	image/png	etag:W/%228df11-6841f9ea-d43d1f;;;%22	https://hoplonco.com/assets/website/images/services-images/software-development/software-development-2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/software-development/software-development-2.png	(from https://hoplonco.com/software-development)
01:15:14	1833918/1833918	---MCZ	200	added ('OK')	image/png	etag:W/%221bfbbe-6841f9ea-d43d34;;;%22	https://hoplonco.com/assets/website/images/services-images/seo/seo.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/seo/seo.png	(from https://hoplonco.com/seo)
01:15:14	739979/739979	---MCZ	200	added ('OK')	image/png	etag:W/%22b4a8b-6841f9ea-d43d35;;;%22	https://hoplonco.com/assets/website/images/services-images/seo/seo-1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/seo/seo-1.png	(from https://hoplonco.com/seo)
01:15:14	989552/989552	---MCZ	200	added ('OK')	image/png	etag:W/%22f1970-6841f9ec-d43d33;;;%22	https://hoplonco.com/assets/website/images/services-images/seo/seo-2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/seo/seo-2.png	(from https://hoplonco.com/seo)
01:15:14	2414505/2414505	---MCZ	200	added ('OK')	image/png	etag:W/%2224d7a9-6841f9e8-d43d3a;;;%22	https://hoplonco.com/assets/website/images/services-images/public-relation/public-relation.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/public-relation/public-relation.png	(from https://hoplonco.com/public-relation)
01:15:16	965229/965229	---MCZ	200	added ('OK')	image/png	etag:W/%22eba6d-6841f9e6-d43d38;;;%22	https://hoplonco.com/assets/website/images/services-images/public-relation/public-relation1.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/public-relation/public-relation1.png	(from https://hoplonco.com/public-relation)
01:15:16	764497/764497	---MCZ	200	added ('OK')	image/png	etag:W/%22baa51-6841f9e4-d43d39;;;%22	https://hoplonco.com/assets/website/images/services-images/public-relation/public-relation2.png	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/assets/website/images/services-images/public-relation/public-relation2.png	(from https://hoplonco.com/public-relation)
01:15:17	14596/14596	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:19%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/400/italic.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/400/italic.woff2	(from https://hoplonco.com/our-work)
01:15:18	5432/5432	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:20%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/400/italic.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/400/italic.woff2	(from https://hoplonco.com/our-work)
01:15:18	14896/14896	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:20%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/400/italic.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/400/italic.woff2	(from https://hoplonco.com/our-work)
01:15:19	5212/5212	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:21%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/400/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/400/normal.woff2	(from https://hoplonco.com/our-work)
01:15:19	14268/14268	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:21%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/400/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/400/normal.woff2	(from https://hoplonco.com/our-work)
01:15:19	14360/14360	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:21%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/400/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/400/normal.woff2	(from https://hoplonco.com/our-work)
01:15:21	5108/5108	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:23%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/100/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/100/normal.woff2	(from https://hoplonco.com/our-work)
01:15:21	13864/13864	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:23%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/100/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/100/normal.woff2	(from https://hoplonco.com/our-work)
01:15:22	14340/14340	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:24%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/100/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/100/normal.woff2	(from https://hoplonco.com/our-work)
01:15:22	14572/14572	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:24%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/200/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/200/normal.woff2	(from https://hoplonco.com/our-work)
01:15:23	14704/14704	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:25%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/200/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/200/normal.woff2	(from https://hoplonco.com/our-work)
01:15:24	5328/5328	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:26%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/200/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/200/normal.woff2	(from https://hoplonco.com/our-work)
01:15:25	5328/5328	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:26%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/300/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/300/normal.woff2	(from https://hoplonco.com/our-work)
01:15:25	14644/14644	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:27%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/300/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/300/normal.woff2	(from https://hoplonco.com/our-work)
01:15:27	14796/14796	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:28%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/300/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/300/normal.woff2	(from https://hoplonco.com/our-work)
01:15:27	5352/5352	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:29%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/500/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/500/normal.woff2	(from https://hoplonco.com/our-work)
01:15:27	14592/14592	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:29%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/500/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/500/normal.woff2	(from https://hoplonco.com/our-work)
01:15:28	14908/14908	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:29%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/500/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/500/normal.woff2	(from https://hoplonco.com/our-work)
01:15:28	14700/14700	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:30%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/600/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/600/normal.woff2	(from https://hoplonco.com/our-work)
01:15:28	15092/15092	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:30%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/600/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/600/normal.woff2	(from https://hoplonco.com/our-work)
01:15:31	5488/5488	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:33%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/600/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/600/normal.woff2	(from https://hoplonco.com/our-work)
01:15:32	15056/15056	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:33%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/700/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/700/normal.woff2	(from https://hoplonco.com/our-work)
01:15:32	5392/5392	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:34%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/700/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/700/normal.woff2	(from https://hoplonco.com/our-work)
01:15:32	14640/14640	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:34%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/700/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/700/normal.woff2	(from https://hoplonco.com/our-work)
01:15:33	15072/15072	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:35%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/800/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/800/normal.woff2	(from https://hoplonco.com/our-work)
01:15:33	14640/14640	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:35%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/800/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/800/normal.woff2	(from https://hoplonco.com/our-work)
01:15:35	5396/5396	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:37%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/800/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/800/normal.woff2	(from https://hoplonco.com/our-work)
01:15:35	14132/14132	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:37%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/900/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin/900/normal.woff2	(from https://hoplonco.com/our-work)
01:15:36	14632/14632	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:37%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/900/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/latin-ext/900/normal.woff2	(from https://hoplonco.com/our-work)
01:15:37	5240/5240	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Jun%202026%2019:45:38%20GMT	https://hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/900/normal.woff2	D:/Client-Projects/powerlinedxb/site-copy/hoplonco.com/cf-fonts/s/epilogue/5.2.8/vietnamese/900/normal.woff2	(from https://hoplonco.com/our-work)
